u v w
1646471772 3578648752 1267.879
1668893821 1668893874 18.468
1668893847 1731006991 113.143
1668893847 1668893891 170.675
1668893874 1668894262 112.655
1668893891 1668894255 228.402
1668893992 1668894007 27.252
1668893992 9509549579 257.168
1668894016 10218373790 222.549
1668894016 10218373764 120.062
1668894016 10218373787 67.24
1668894086 2038087652 17.894
1668894086 1668893821 62.34
1668894095 3151085877 111.399
1668894095 1668894246 10.407
1668894111 3942827557 282.192
1668894111 1769117905 203.773
1668894159 1668894318 22.482
1668894187 1792969360 25.371
1668894187 3151085878 77.228
1668894217 1668894226 205.907
1668894217 2013023672 128.657
1668894226 1668894231 208.885
1668894231 1668894237 131.746
1668894231 2013023750 613.513
1668894246 1825211033 165.876
1668894247 2279398108 19.61
1668894255 6193663763 115.588
1668894255 1825211002 454.453
1668894262 1668894187 213.594
1668894262 1668894246 191.258
1668894318 1668893874 107.434
1668894318 1668894262 19.676
1669108084 1669108109 184.569
1669108084 262766171 388.383
1669108108 3304124068 168.607
1669108109 262766173 399.057
1669108109 7667031793 154.773
1691814072 1691814112 1786.402
1691814085 1691814254 64.45
1691814107 3154043176 1544.627
1691814107 1691814184 364.737
1691814112 1691814223 2242.458
1691814156 1691814085 390.327
1691814184 1691814208 16.019
1691814184 1691814262 166.223
1691814187 5368385013 243.452
1691814187 3154046008 304.838
1691814206 2080340549 293.13
1691814206 5370767935 226.205
1691814207 1691814112 2983.062
1691814208 1691814262 161.626
1691814208 2080340445 310.197
1691814223 1691814107 153.016
1691814223 3154043177 369.489
1691814244 1691814187 450.585
1691814254 3141444030 471.446
1691814254 1691814085 76.178
1691814262 5404037259 290.709
1691814262 1429918672 185.578
1696907710 1696907792 153.806
1696907711 8808837631 3.202
1696907711 4281545414 54.162
1696907716 774448982 73.137
1696907716 1803852438 1499.928
1696907742 3424883639 331.693
1696907761 10253125250 198.367
1696907761 6871194259 127.47
1696907767 8309038602 31.364
1696907767 1696907742 39.152
1696907771 3424911705 447.156
1696907792 1696907899 195.566
1696907872 1696907711 165.202
1696907872 6034796518 75.878
1696907879 6446475941 40.999
1696907879 4507887091 640.752
1696907899 1816871041 499.473
1696907899 10214559784 174.142
1696909553 3444901535 14.172
1696909554 1730900569 211.512
1696909554 6179889649 241.439
1696909559 6179874406 175.588
1696909559 1696909553 821.033
1696909566 1696909559 106.457
1709324664 6871194255 178.377
1709324664 3730668734 710.689
1709324811 6193663784 19.908
1709324811 1758379607 122.556
1730900516 261680115 18.312
1730900516 1913450320 262.094
1730900519 1730900652 259.736
1730900519 6179889656 141.662
1730900569 1730900655 142.041
1730900569 5825141847 126.362
1730900583 1730900519 232.403
1730900638 774449025 16.722
1730900638 10214559794 438.82
1730900652 1816871045 119.09
1730900652 1730900569 227.296
1730988562 3373579012 129.248
1730988562 1730988836 86.538
1730988573 1540291579 222.98
1730988573 1730988868 304.779
1730988601 1825211024 177.421
1730988614 3993371445 256.832
1730988614 9777422135 203.23
1730988623 1730988825 131.72
1730988642 1730988949 123.736
1730988825 1823335231 75.361
1730988836 1643396448 247.452
1730988868 1803231471 34.323
1730988868 1730988936 34.62
1730988873 1730988936 183.955
1730988875 1730988949 236.043
1730988936 1803231471 41.852
1730988949 1825211193 304.805
1730988949 3373579017 101.391
1730988953 3373579014 138.401
1730988953 3373579011 58.734
1730989006 3373579010 51.991
1730989006 3373579016 53.189
1731001854 1731002094 304.972
1731001854 1825223550 569.788
1731001868 1731001892 340.207
1731001868 1646411562 237.831
1731001892 1803231409 169.958
1731001892 1540291571 381.874
1731001976 1540291572 313.035
1731001976 3303548358 216.525
1731002041 7739775332 41.24
1731002041 623882094 63.236
1731002094 1731002013 280.736
1731002094 1529027231 300.247
1731006967 1825211002 116.551
1731006967 1731006990 162.421
1731006990 2279398129 271.689
1731006991 1731006990 242.891
1731025359 8309040618 143.911
1731025359 1731025361 607.326
1731088081 5437907087 560.613
1731088081 1731088117 198.117
1731088117 1792739714 23.103
1731088117 1731088147 35.315
1731088147 6192068630 12.768
1748611245 1809850051 4900.053
1758379571 1758379630 16.611
1758379571 1758379594 155.678
1758379594 1758379683 178.496
1758379594 623882161 122.133
1758379607 8309040619 215.189
1758379609 1709324811 102.148
1758379609 1758379607 184.396
1758379630 1758386238 194.225
1758379683 1709324664 111.097
1758386238 1730900638 532.216
1758386238 3424911705 221.195
1767501196 1767501232 1695.015
1767501202 1767501239 363.631
1767501202 1845162817 11.022
1767501203 1767501196 180.862
1767501203 1845162694 2376.631
1767501206 1767507307 13.444
1767501206 1767501202 396.059
1767501224 1812985276 9.494
1767501224 1767507215 886.765
1767501230 1767507274 684.002
1767501230 1845162132 258.671
1767501231 1767501206 13.519
1767501231 1767507222 471.557
1767501232 1767501231 527.436
1767501232 5372887159 186.783
1767501234 2080082913 231.31
1767501239 1767507198 473.985
1767501239 1767501234 94.581
1767507198 1767507257 238.209
1767507198 2079982494 566.166
1767507207 7653256836 11.711
1767507207 1845163235 1773.681
1767507207 1845163003 3813.11
1767507209 2079982404 20.006
1767507209 2079982504 633.369
1767507211 2080063868 14.237
1767507211 1767507262 728.104
1767507215 1767507225 27.762
1767507215 1845163003 55.442
1767507221 1767501202 436.339
1767507221 1767507222 304.756
1767507222 1767501206 455.535
1767507225 1767507235 1447.198
1767507231 3652701455 147.713
1767507231 2080026854 6.715
1767507235 7653256836 2382.869
1767507235 2080319059 575.004
1767507257 1767507221 341.375
1767507261 3517223699 370.842
1767507261 2079982260 253.531
1767507262 1767507231 344.41
1767507273 8255454517 19.483
1767507273 1767507261 359.563
1767507282 7434524014 22.614
1767507282 2080001399 13.192
1767507298 2079982557 267.593
1767507298 1767507273 15.508
1767507307 2080063841 12.017
1767507307 1767507211 650.639
1767511959 2087143487 20.415
1767511959 2087143478 1300.093
1767512041 2087143488 14.042
1767512041 7657049680 9.315
1767512068 2086956348 13.234
1767512068 5387174196 90.864
1768427370 1768427566 2617.993
1768427370 1768427452 674.473
1768427452 1831535753 250.073
1768427452 1831535906 135.905
1768427452 1831535811 212.604
1769117905 9724117559 392.383
1769117905 9509597461 58.556
1769117916 1825223550 12.978
1769117916 7739775356 1372.519
1769117923 6446571415 162.541
1769117952 1769117916 540.723
1771342826 1771343032 15.699
1771342826 6203640874 32.213
1771342857 6203640861 10.357
1771342857 6203640871 1046.796
1771342875 6203640882 45.337
1771342875 1771342892 16.067
1771342892 1771342826 12.893
1771342892 6203646087 49.412
1771343032 1771342875 11.92
1771343032 6203640878 54.064
1771347192 3417620201 51.987
1771347192 6203640845 12.271
1771347251 1771347192 24.347
1771347251 8274615875 207.153
1773443452 1428585606 1021.448
1773443452 1823254591 949.339
1773443665 1428585606 612.486
1773443665 1823254586 914.688
1773443729 1773443665 11884.102
1773445312 5367847874 194.121
1773445330 1773445766 471.744
1773445342 1773445463 19.463
1773445342 2080116306 448.817
1773445372 2075558822 115.898
1773445372 4692311281 1433.401
1773445372 1773445498 2194.272
1773445433 1773445553 245.225
1773445433 2080179516 225.191
1773445447 2075558560 18.035
1773445447 4041815985 734.028
1773445463 2075558541 19.446
1773445463 1773445540 321.996
1773445470 4202368890 63.308
1773445470 1600581912 47.691
1773445490 1773445696 42.012
1773445496 4634926777 81.617
1773445496 2075558641 389.382
1773445498 3141495871 236.689
1773445498 4202368890 243.34
1773445507 1773445549 255.051
1773445525 8288731592 788.906
1773445540 1784553670 16.344
1773445540 1773445447 307.668
1773445549 2075558824 15.265
1773445549 1773445557 30.7
1773445553 2075558543 14.755
1773445553 5403453561 265.388
1773445557 4881072620 143.911
1773445561 1773445717 262.486
1773445600 5367939641 245.251
1773445600 1773445372 679.753
1773445696 1773445561 571.076
1773445696 5367939629 479.896
1773445717 1773445490 23.369
1773445717 3791328542 282.184
1773445736 4596561322 178.214
1773445736 8249489520 290.203
1773445757 1773478773 545.74
1773445757 3141511828 1164.497
1773445766 1773445561 17.175
1773478736 4213584797 22.618
1773478736 4213584795 258.965
1773478748 1774411898 9.31
1773478773 4605106296 326.481
1773478928 1773478736 143.123
1773478928 3154081766 84.096
1773478932 1900263013 54.37
1773478932 1900263038 306.059
1773478937 1773479002 537.914
1773478937 1773478773 447.436
1773478966 4605106295 70.484
1773478973 1774411891 10.859
1773478979 1773478748 398.855
1773478984 1773478987 317.703
1773478987 1773478932 956.233
1773478988 3154081762 270.432
1773478988 1773478928 754.703
1773479002 1781365455 3389.349
1773479002 1773445757 434.833
1773479002 8502611494 706.344
1774409760 7640795815 22.223
1774409760 3698892754 1774.81
1774409784 3137229897 739.97
1774409785 3394926264 146.235
1774409797 1428585579 307.401
1774409797 1428585555 588.871
1774409801 1823289190 34.178
1774409801 1897346908 613.208
1774409827 5370748621 1138.604
1774409843 3137213354 104.195
1774409843 3394803876 180.721
1774409894 5218092743 20.26
1774409894 1774409760 171.955
1774411891 1773443729 735.51
1774411891 1773478966 1557.524
1774411898 1774411910 505.991
1774411898 1773478973 354.006
1774411925 1773443729 525.097
1774411925 1773478973 683.31
1774411930 1774411910 411.819
1774411930 1773478748 675.74
1781365445 1986294048 470.648
1781365445 1559764410 46.92
1781365455 1781365461 1750.132
1781365459 5370795330 1340.35
1781365459 1781365445 28.521
1781365461 1781360076 501.231
1781365466 4056586441 744.041
1781365466 1559764572 25.73
1781365504 1781365459 39.885
1781372208 6871476192 16.389
1781372223 3154110903 104.719
1784546784 6482584423 864.545
1784546784 1559795721 541.897
1784546807 4202368891 666.768
1784546819 1831553814 208.181
1784546819 847909564 2770.713
1784546835 1831553820 487.956
1784546835 7650128635 272.433
1784553586 1784553827 509.724
1784553586 1784553687 299.856
1784553588 1784553791 166.651
1784553588 3422029921 73.458
1784553644 1784553689 264.862
1784553644 1784553733 299.47
1784553657 1784553774 516.377
1784553658 1773445447 363.571
1784553665 1784553704 521.762
1784553665 1784553759 451.725
1784553670 1784553644 286.192
1784553670 2075558541 327.385
1784553687 2070959354 365.697
1784553687 1784553620 388.779
1784553689 1784553687 157.435
1784553689 8647560463 20.272
1784553697 1784553588 497.701
1784553704 1784553586 444.555
1784553733 1784553586 428.496
1784553759 1784553789 524.795
1784553774 4634926778 79.162
1784553789 1784553704 465.623
1784553789 1784553657 332.736
1784553791 4605102303 257.79
1784553796 2070959310 23.665
1784553796 1784546807 509.312
1784553822 1784553759 551.226
1784553823 6211906731 1529.692
1784553823 1784553697 835.029
1784553827 1784553665 442.255
1784553827 1784556813 665.283
1784556752 847909437 561.227
1784556813 1794222429 499.361
1784836013 8249489529 386.034
1784836021 1784836082 241.86
1784836021 1784836026 283.355
1784836026 1784836034 239.877
1784836026 1784836056 283.225
1784836031 1823335189 246.499
1784836031 1784836059 124.433
1784836032 1784836099 7.178
1784836034 1784836035 297.054
1784836034 1784836090 214.391
1784836043 2013023680 197.586
1784836045 1784836088 170.605
1784836045 1646411850 10.318
1784836047 1784836060 260.704
1784836059 1784836084 18.043
1784836059 1784836043 34.232
1784836060 1784836070 11.734
1784836060 1784836097 211.399
1784836065 2013023653 192.346
1784836065 3424493103 268.903
1784836066 1432290031 135.836
1784836066 1823361231 352.766
1784836070 1784836096 6.516
1784836070 1784836102 325.615
1784836076 1784836096 325.715
1784836076 1784836102 7.159
1784836082 1823335312 419.357
1784836082 1784836034 283.564
1784836084 1784836091 17.201
1784836085 1646411468 171.72
1784836088 1784836032 208.683
1784836088 1643446390 335.416
1784836091 3811406760 24.845
1784836091 1784836043 34.814
1784836092 1784836054 179.264
1784836092 1784836065 218.048
1784836096 1784836098 9.856
1784836097 1646411468 12.791
1784836097 1784836085 175.008
1784836098 1784836060 7.36
1784836098 1784836047 267.519
1784836099 1784836076 10.941
1784836100 1646411850 170.359
1784836100 1784836088 11.04
1784836102 1784836032 10.677
1784836102 1784836100 208.901
1784837972 1784836021 187.813
1784837981 1784837972 224.074
1784837981 1823335055 996.683
1788745518 1825261970 12.838
1788745518 1540291687 368.648
1789229784 3896100558 165.467
1789229784 3896100538 515.042
1789991294 1789991303 293.672
1789991294 4331238488 631.713
1789991299 1789991311 695.194
1789991299 1789991308 318.704
1789991300 5387174207 805.6
1789991302 1789991311 315.609
1789991302 1789991315 667.282
1789991303 1789991319 296.66
1789991308 1789991310 183.537
1789991311 1789991321 669.265
1789991311 1789991328 230.09
1789991313 4416463723 342.885
1789991315 1789991321 319.167
1789991315 1789991320 311.955
1789991317 5387174185 1333.764
1789991319 1789991322 342.095
1789991319 1789991299 310.355
1789991320 4416463723 191.836
1789991321 1789991313 368.196
1789991322 1789991302 349.066
1789991326 1789991319 395.331
1789991326 1789991299 719.87
1789991328 1789991308 701.548
1789991328 1789991300 361.573
1790014289 1790014310 172.272
1790014289 1790014357 332.187
1790014294 4417574332 262.772
1790014294 3387885013 526.004
1790014322 1790014289 215.458
1790014357 4417574329 262.511
1790014357 1790014434 357.197
1790014363 262729867 291.372
1790014381 1790014294 314.23
1790014381 1790014420 31.28
1790014420 1432289969 263.709
1790014425 1790014289 285.274
1790014425 1790014560 29.51
1790014434 1790014472 265.108
1790014434 1790014294 301.212
1790014472 6139011806 18.398
1790014472 4417574332 297.436
1790014506 1790014434 309.56
1790014506 1790014363 36.164
1790014521 1432289828 286.026
1790014548 1790014357 308.846
1790014548 1790014521 36.367
1790014560 262729868 554.306
1792721019 1792721007 2176.86
1792727952 1792727959 18.864
1792727952 1792727986 420.003
1792727957 3811406931 615.895
1792727957 1792727959 421.21
1792727959 5501715353 16.602
1792727959 1792732493 617.958
1792727960 1792727966 289.945
1792727960 2020405148 301.305
1792727964 1643396364 12.309
1792727964 1792735343 403.507
1792727966 1792727979 13.028
1792727966 3039432525 334.316
1792727971 2020405182 127.411
1792727973 1792727960 288.948
1792727973 8447164242 17.25
1792727979 1792727982 290.03
1792727982 1792727960 13.574
1792727982 8447164242 288.934
1792727986 1792727957 17.662
1792727986 1792727994 403.687
1792727994 1792727964 335.924
1792727994 1792732564 732.744
1792727999 3925555683 298.555
1792727999 847909623 12.739
1792728000 1792727994 15.007
1792728000 3811406930 27.702
1792732465 5501715352 227.985
1792732485 3811406871 145.028
1792732485 1792732567 382.935
1792732493 3811406931 415.581
1792732493 7902330229 293.929
1792732495 7902323202 13.669
1792732495 1792727952 333.729
1792732498 1792732465 313.221
1792732498 3811406897 40.451
1792732564 1792727986 335.938
1792732564 1792732495 417.929
1792732567 8147149227 122.507
1792732580 1792732465 280.991
1792732580 5221158262 318.401
1792732597 1792732498 130.133
1792732597 5518756745 92.508
1792735337 1792735343 39.826
1792735338 3226592510 73.937
1792735339 1792735362 369.214
1792735339 1792735371 76.276
1792735342 1792735363 374.646
1792735342 1792735348 328.179
1792735343 847909601 1584.695
1792735344 1792735338 140.663
1792735345 1792735369 289.051
1792735345 1825733775 374.596
1792735348 1792735361 650.139
1792735348 1825733727 376.133
1792735351 6191869667 53.137
1792735351 6191869668 95.816
1792735356 1792735337 293.714
1792735359 1792735377 373.962
1792735359 1792735378 245.278
1792735361 1825733710 58.027
1792735361 1825733683 434.967
1792735362 1825823029 25.929
1792735363 1792735374 12.876
1792735363 1825733727 327.938
1792735366 3102844562 14.639
1792735366 1825733765 318.546
1792735369 1792735339 16.102
1792735369 1825733754 344.398
1792735370 6191872244 240.568
1792735370 1825733655 21.546
1792735371 1825822946 235.458
1792735371 1825822986 1186.01
1792735374 1792735376 296.584
1792735374 1792735356 572.817
1792735376 1792735337 574.156
1792735377 1792735356 12.774
1792735377 1792735381 240.75
1792735378 1792735342 328.622
1792735378 1825733677 437.786
1792735381 1792735363 332.563
1792735381 1792735378 371.776
1792969238 1540291541 34.185
1792969240 1792969271 269.165
1792969240 10542934044 784.292
1792969242 1792969240 33.44
1792969252 3811406795 1371.692
1792969252 9777425434 372.174
1792969271 1641368859 72.866
1792969271 10542934066 50.362
1792969288 1792969338 90.186
1792969314 1792969238 16.896
1792969314 1792969360 179.286
1792969338 1668894187 20.884
1792969338 1668894159 188.946
1792969358 1792969252 808.737
1792969358 1792977528 768.27
1792969359 1792969338 31.411
1792969359 1792969477 74.533
1792969360 1792969359 21.431
1792969360 1792969359 171.34
1792969406 1792969470 1865.097
1792969430 3770606452 301.041
1792969430 1792969358 118.269
1792969440 1792969460 382.6
1792969460 3811406795 804.204
1792969460 1792969406 169.169
1792969470 5521969242 902.742
1792969474 1792969470 159.851
1792977388 1823335281 425.594
1792977388 1792977560 209.162
1792977397 1792977523 197.581
1792977397 1792977528 91.984
1792977481 1643396548 424.353
1792977503 1792977560 78.497
1792977503 2013071656 192.549
1792977528 1792977481 92.647
1792977548 1792977528 690.897
1792977560 1792977397 698.432
1792982410 1792982420 284.197
1792982410 5531337206 181.836
1792982420 3130701746 258.947
1792982421 5531337214 402.432
1794221802 2080492279 8.342
1794221804 3209350000 208.342
1794221804 1811843026 175.008
1794222265 1559764595 540.118
1794222429 1784553822 476.376
1794222429 1784553665 445.07
1794222718 5370795603 130.905
1794222718 1812961552 762.372
1794222839 7237147664 13.893
1794222839 1767507207 559.776
1794222935 2080492296 419.345
1794222935 1559764471 530.133
1795432467 1795432405 1151.927
1795432467 7272237953 1647.897
1803204942 1803205162 118.284
1803204993 2127146628 383.345
1803204993 5404037233 1238.107
1803205038 3896100670 60.275
1803205038 3896100669 118.84
1803205110 3896109659 56.575
1803205110 1803205602 235.359
1803205162 1803205166 558.055
1803205177 623882261 15.329
1803205262 6446289893 298.43
1803205270 3896109735 30.16
1803205270 1803205569 142.978
1803205322 3896100717 26.079
1803205322 3896100692 680.439
1803205355 1803205482 581.603
1803205355 3896100581 93.932
1803205413 3896100625 16.02
1803205413 3896100657 106.668
1803205482 3896100591 199.645
1803205482 1803205413 552.063
1803205569 623882279 10.15
1803205569 623882260 532.756
1803205575 8442364508 19.105
1803205575 3442930783 661.184
1803205575 1803205391 294.617
1803205602 3896109660 70.495
1803205602 1803205270 670.241
1803231409 1825211067 160.447
1803231471 4551132289 88.439
1803231473 1825211189 10.129
1803231473 1731001976 210.764
1803852438 5825141955 2424.241
1809810036 1986290511 13.825
1809810036 6203640883 417.916
1809810161 5433628823 40.771
1809810161 1809810204 21.938
1809810204 1809810247 26.759
1809810204 5433628828 45.811
1809810247 1539924860 20.459
1809816595 10032892710 68.628
1809850051 1809850058 1926.567
1809850058 3621921562 83.551
1809850058 1748611245 3234.777
1811480647 1811480799 218.968
1811480647 3896109766 397.842
1811480647 1803205569 353.318
1811817033 1811861915 64.664
1811817033 1811817520 572.677
1811817041 1811817630 204.064
1811817041 1811817748 148.274
1811817049 1811817041 188.277
1811817094 2087307824 129.08
1811817094 1811817370 215.214
1811817101 5368109983 567.976
1811817101 5368110003 271.266
1811817109 1811817802 152.378
1811817109 3333684396 48.135
1811817116 7237147667 413.197
1811817116 3627248311 1615.943
1811817263 4573404076 96.05
1811817263 3333474915 150.367
1811817287 3627246869 541.954
1811817287 3627246876 111.587
1811817295 2087310175 112.714
1811817295 1811817542 242.799
1811817349 1811817759 251.844
1811817361 5368110660 182.271
1811817361 5368110664 394.56
1811817370 2023656217 452.655
1811817370 2087307852 335.484
1811817374 1831552211 1146.25
1811817436 1811817101 162.23
1811817436 1845163186 278.642
1811817517 5368324229 159.355
1811817520 1811817436 242.846
1811817520 1811817349 38.885
1811817531 1831535802 167.759
1811817531 1811817361 288.147
1811817538 5368324231 167.211
1811817542 1811817094 68.943
1811817624 1559764442 19.801
1811817624 2070941705 135.696
1811817630 5368110012 110.688
1811817630 5368110006 192.623
1811817658 5368110007 90.529
1811817658 5368110005 97.46
1811817691 5403418213 106.813
1811817691 5403418207 41.713
1811817745 9409797998 339.69
1811817748 1811817658 103.967
1811817748 5368110004 185.234
1811817759 1811817436 109.64
1811817759 5368109983 337.748
1811817783 1811817538 189.376
1811817783 5368324210 339.404
1811817802 5368110621 387.183
1811842934 6227261424 57.017
1811842944 8301898455 232.138
1811842944 4370799418 295.264
1811843026 2080492109 575.955
1811843026 3141463680 307.538
1811843050 1812961569 232.301
1811843050 1812961597 151.545
1811843054 1904926030 56.465
1811843075 1904966130 7.846
1811843159 3141302347 102.793
1811843159 1600590346 240.719
1811843164 1812961527 147.975
1811843164 1811843313 370.223
1811843228 1812961372 161.95
1811843228 1811843050 282.85
1811843313 5368017644 21.876
1811843313 5368017655 29.584
1811843359 3137203402 402.669
1811843359 7650128636 219.985
1811843409 1429918816 18.122
1811843409 5626912327 517.833
1811861878 5368109978 95.333
1811861878 2087796018 418.94
1811861880 1811817033 224.914
1811861880 5368110003 314.524
1811861902 1811861991 162.959
1811861902 1811861906 304.928
1811861906 1559764620 129.849
1811861906 1811862009 342.811
1811861915 1845162687 29.917
1811861915 3333683892 25.137
1811861916 2087796097 115.11
1811861916 1811861878 418.945
1811861973 1811866315 271.404
1811861973 6211510432 313.763
1811861975 1904925967 217.699
1811861975 4068480230 282.071
1811861991 1811861997 84.413
1811861995 1811861902 50.853
1811861995 2858485428 57.49
1811861997 1811866278 349.087
1811861997 1811861906 446.647
1811862009 9409797996 397.874
1811866315 1811861997 240.864
1811866315 9409797970 169.541
1812961305 1812961361 219.866
1812961307 1812961638 285.988
1812961307 2118624681 120.623
1812961308 1559764538 192.037
1812961331 1812961305 278.285
1812961331 1812961532 348.556
1812961335 7643104603 23.901
1812961335 1904966483 68.786
1812961347 5372887016 25.88
1812961347 1812961470 555.288
1812961350 1812961788 52.866
1812961350 1812961469 102.665
1812961361 1812961569 506.983
1812961364 1812961828 310.35
1812961367 1812961402 71.177
1812961367 1559764591 182.314
1812961372 1812961530 338.79
1812961372 1812961500 335.226
1812961402 1812961350 241.805
1812961402 1812961310 27.469
1812961415 1812961347 358.891
1812961415 1794222935 713.913
1812961422 1904966396 78.79
1812961428 1812961791 75.935
1812961428 1812961469 53.158
1812961469 1812961402 344.468
1812961470 1812961712 19.071
1812961470 1812961308 324.609
1812961479 1812961532 78.05
1812961479 2118624673 147.973
1812961500 1812961783 150.997
1812961500 1812961530 272.382
1812961509 1812961470 406.988
1812961509 1812961563 157.876
1812961527 1812961733 199.714
1812961527 2118624658 385.987
1812961530 1812961422 132.623
1812961532 3137114700 248.284
1812961535 1812961479 57.397
1812961535 1812961544 358.673
1812961544 1812961509 336.519
1812961544 1812961331 234.718
1812961552 1812961733 397.502
1812961552 1812961415 789.454
1812961563 1812961307 209.985
1812961563 1812961308 367.895
1812961569 1812961372 128.795
1812961597 1812961633 851.165
1812961611 1559764538 25.096
1812961611 1812961712 521.289
1812961633 1811843164 439.06
1812961638 1812961788 38.041
1812961638 2118624683 124.565
1812961712 5370795643 483.327
1812961712 5372887016 558.248
1812961733 1812961535 99.384
1812961783 5368324360 65.83
1812961783 5368324363 192.501
1812961788 1812961428 103.305
1812961791 1812961500 381.41
1812961791 1812961361 300.607
1812961828 1794222718 148.314
1812961828 5370795600 236.581
1812970799 1904966441 577.48
1812970799 1812970829 3705.038
1812970829 10121638007 6453.937
1812985087 2080026881 13.648
1812985087 2079982411 382.972
1812985100 2080026847 11.711
1812985100 1812985151 694.77
1812985112 1812985174 156.606
1812985112 5314858964 107.391
1812985119 3327876994 55.327
1812985130 1812985170 161.828
1812985130 2080068895 203.121
1812985145 1845163324 465.839
1812985145 1812985173 186.778
1812985151 2080026878 369.073
1812985151 2079982481 17.887
1812985158 6506478726 40.113
1812985170 1812985179 53.562
1812985173 3327876997 235.707
1812985173 1812985119 144.372
1812985174 3151161902 10.337
1812985179 3327877905 47.532
1812985179 3147420059 50.326
1812985184 1812985200 36.595
1812985190 3542050232 30.335
1812985190 1812985112 227.091
1812985200 6486133717 6.896
1812985231 3517223697 47.395
1812985231 2080026885 69.189
1812985256 1646471772 45.658
1812985256 6211906722 4297.35
1812985261 7642035045 156.13
1812985272 7640795829 10.186
1812985272 1812985231 550.971
1812985276 2080068886 137.209
1812985276 1812985145 124.469
1812990568 2070941695 202.333
1812990598 2072385595 560.764
1812990598 2072385697 495.605
1812994837 1812994846 99.908
1812994837 3625389668 381.314
1812994841 2070941712 89.175
1812994841 1812990568 616.737
1812994846 1812994857 136.534
1812994846 3625389668 352.953
1812994857 1812990568 350.801
1815328711 9724684176 109.551
1815328764 1803204993 854.779
1815328764 9705706648 496.83
1815328929 9724684182 50.585
1815328929 8442967889 26.59
1816871010 1816871039 251.795
1816871010 7306303939 184.602
1816871020 6179889665 150.869
1816871036 7650025776 222.838
1816871037 1816871036 201.781
1816871037 1816871052 174.503
1816871039 1816871037 157.141
1816871039 1816871041 574.421
1816871041 1816871023 242.607
1816871041 10214559782 229.895
1816871047 1816871075 434.661
1816871047 8309038601 288.955
1816871050 1816871076 35.832
1816871057 3424891792 364.027
1816871057 7650025776 160.266
1816871071 261680115 369.09
1816871076 6179889665 10.437
1816871076 1730900583 110.602
1817420156 847909538 243.061
1817420237 3144075243 247.777
1817420237 3394731700 221.984
1817420357 1817431424 298.119
1817420442 1817431409 252.255
1817420454 1646411756 214.868
1817420454 1817420456 1352.75
1817420456 5522902901 1717.793
1817420463 1817420442 472.726
1817420463 1817431385 283.947
1817420477 1817431444 73.717
1817420477 1817431422 106.108
1817420484 1817431430 322.676
1817420484 1817420477 352.661
1817420484 7650128642 33.738
1817420532 6452869993 66.882
1817420532 6452869996 45.17
1817420586 3144075243 2967.74
1817420686 3421700659 249.572
1817420686 3421713295 86.983
1817431385 1817431405 293.585
1817431385 1817431430 417.46
1817431398 1817431422 347.013
1817431398 1817420484 136.074
1817431402 1817431398 154.286
1817431402 5396155173 57.464
1817431405 1817431449 363.134
1817431407 1817431409 19.787
1817431407 1817420156 255.969
1817431409 1817431385 447.812
1817431409 1539970804 251.582
1817431422 1817431403 62.881
1817431422 1817431444 159.412
1817431424 1817420156 331.429
1817431444 1817420237 1324.955
1819240510 5385523955 782.797
1819240513 1646411404 78.294
1819240513 1819240514 116.377
1819240514 5385523958 71.157
1819240516 1819240510 109.131
1819240516 1643025166 76.913
1823254586 6468498661 8575.66
1823254591 1774411930 11422.504
1823254613 1823254586 787.32
1823254613 1823254591 1492.981
1823289190 1897346960 34.807
1823289241 1897346938 1130.378
1823289241 5218092745 475.732
1823289271 7239038370 46.487
1823289363 1774409784 985.653
1823289363 1429918812 1789.72
1823335055 1823335312 80.248
1823335055 1432290031 1455.729
1823335057 1823335085 139.551
1823335057 4419741353 38.618
1823335061 1643396475 537.438
1823335069 3373578299 198.446
1823335079 1823335057 167.867
1823335085 1823335061 1068.029
1823335127 1432289938 376.24
1823335182 1823335300 655.456
1823335189 1784837981 538.463
1823335231 1823335182 168.073
1823335231 1730988836 233.132
1823335260 847909132 22.651
1823335260 4056586422 932.011
1823335280 1646411433 678.169
1823335281 1792977481 422.903
1823335281 1823335061 209
1823335300 3990951475 449.265
1823335300 1823335069 174.725
1823335312 3811406503 202.427
1823336875 1432289965 139.623
1823336875 1823336894 150.104
1823336881 1432289965 170.763
1823336881 1823336875 33.468
1823361192 1823361271 209.827
1823361192 1784836092 245.318
1823361231 2013082504 150.602
1823361231 5531317688 300.85
1823361232 1823361337 440.49
1823361232 7238911391 183.417
1823361281 2013082551 377.784
1823361311 1823361332 10.809
1823361311 1784836084 242.28
1823361332 3811406771 139.159
1823361332 3770606452 127.01
1823361337 3398429758 60.366
1823386214 5396155182 87.018
1823386221 6897192814 69.037
1823386221 6897192813 46.519
1823386230 2350036410 10.33
1823386230 5385380216 253.018
1823386231 2350036436 141.361
1823386233 1823386250 272.148
1823386233 1823386254 600.926
1823386240 9405148137 57.31
1823386240 1817420456 17.456
1823386250 1823386231 270.388
1823386251 5385382428 251.905
1823386254 1432289802 205.564
1823386254 1823386259 23.342
1823386257 8840681714 446.818
1823386257 9236263859 196.829
1823386257 1823386251 11.837
1823386259 262729863 13.399
1823386262 1823386230 330.373
1823386262 1823386233 9.53
1824816178 1803852438 139.805
1824816239 774449025 756.416
1825211000 1540291647 338.543
1825211000 1825211033 10.539
1825211002 1668893891 232.916
